"turquoise" "white" "magenta" "royalblue" "lightcyan" "red" "midnightblue" "saddlebrown" "darkgreen" "blue" "yellowgreen" "sienna3" "brown" "darkmagenta" "cyan" "skyblue" "steelblue" "lightgreen" "orange" "purple" "darkgrey" "darkturquoise" "grey60" "darkorange" "darkred" "salmon" "yellow" "green" "paleturquoise" "darkolivegreen" "lightyellow" "tan" "greenyellow" "pink" "skyblue3" "plum1" "black" "violet" "grey" "cob_b73" "coleoptile_b73" "crown_root_b73" "first_elongated_internode_b73" "flag_leaf_b73" "immature_cob_b73" "immature_tassel_b73" "leaf_1_b73" "leaf_3_blade_b73" "leaf_3_sheath_b73" "leaf_5_b73" "leaf_5_elongation_zone_b73" "leaf_5_mature_b73" "leaf_5_meristem_b73" "leaf_8_b73" "mature_seed_40_dap_b73" "meotic_tassel_b73" "mesophyll_b73" "prepollinated_cob_b73" "primary_root_b73" "primary_root_elongation_zone_b73" "primary_root_meristematic_zone_b73" "root_hair_zone_b73" "seed_10_dap_b73" "seed_15_dap_b73" "seed_20_dap_b73" "seed_25_dap_b73" "seed_30_dap_b73" "seminal_root_b73" "silk_b73" "cob_dk105" "coleoptile_dk105" "crown_root_dk105" "first_elongated_internode_dk105" "flag_leaf_dk105" "immature_cob_dk105" "immature_tassel_dk105" "leaf_1_dk105" "leaf_3_blade_dk105" "leaf_3_sheath_dk105" "leaf_5_dk105" "leaf_5_elongation_zone_dk105" "leaf_5_mature_dk105" "leaf_5_meristem_dk105" "leaf_8_dk105" "mature_seed_40_dap_dk105" "meotic_tassel_dk105" "mesophyll_dk105" "prepollinated_cob_dk105" "primary_root_dk105" "primary_root_elongation_zone_dk105" "primary_root_meristematic_zone_dk105" "root_hair_zone_dk105" "seed_10_dap_dk105" "seed_15_dap_dk105" "seed_20_dap_dk105" "seed_25_dap_dk105" "seed_30_dap_dk105" "seminal_root_dk105" "silk_dk105" "cob_ep1" "coleoptile_ep1" "crown_root_ep1" "first_elongated_internode_ep1" "flag_leaf_ep1" "immature_cob_ep1" "immature_tassel_ep1" "leaf_1_ep1" "leaf_3_blade_ep1" "leaf_3_sheath_ep1" "leaf_5_ep1" "leaf_5_elongation_zone_ep1" "leaf_5_mature_ep1" "leaf_5_meristem_ep1" "leaf_8_ep1" "mature_seed_40_dap_ep1" "meotic_tassel_ep1" "mesophyll_ep1" "prepollinated_cob_ep1" "primary_root_ep1" "primary_root_elongation_zone_ep1" "primary_root_meristematic_zone_ep1" "root_hair_zone_ep1" "seed_10_dap_ep1" "seed_15_dap_ep1" "seed_20_dap_ep1" "seed_25_dap_ep1" "seed_30_dap_ep1" "seminal_root_ep1" "silk_ep1" "cob_f7" "coleoptile_f7" "crown_root_f7" "first_elongated_internode_f7" "flag_leaf_f7" "immature_cob_f7" "immature_tassel_f7" "leaf_1_f7" "leaf_3_blade_f7" "leaf_3_sheath_f7" "leaf_5_f7" "leaf_5_elongation_zone_f7" "leaf_5_mature_f7" "leaf_5_meristem_f7" "leaf_8_f7" "mature_seed_40_dap_f7" "meotic_tassel_f7" "mesophyll_f7" "prepollinated_cob_f7" "primary_root_f7" "primary_root_elongation_zone_f7" "primary_root_meristematic_zone_f7" "root_hair_zone_f7" "seed_10_dap_f7" "seed_15_dap_f7" "seed_20_dap_f7" "seed_25_dap_f7" "seed_30_dap_f7" "seminal_root_f7" "silk_f7" "cob_pe75" "coleoptile_pe75" "crown_root_pe75" "first_elongated_internode_pe75" "flag_leaf_pe75" "immature_cob_pe75" "immature_tassel_pe75" "leaf_1_pe75" "leaf_3_blade_pe75" "leaf_3_sheath_pe75" "leaf_5_pe75" "leaf_5_elongation_zone_pe75" "leaf_5_mature_pe75" "leaf_5_meristem_pe75" "leaf_8_pe75" "meotic_tassel_pe75" "mesophyll_pe75" "prepollinated_cob_pe75" "primary_root_pe75" "primary_root_elongation_zone_pe75" "primary_root_meristematic_zone_pe75" "root_hair_zone_pe75" "seed_10_dap_pe75" "seed_15_dap_pe75" "seed_20_dap_pe75" "seed_25_dap_pe75" "seed_30_dap_pe75" "seminal_root_pe75" "silk_pe75"
"dk105_leaf.8" 0.140799192540645 0.04050447897845 -0.0368805584642615 -0.0712749320354638 -0.0511964786194246 0.0540577751121003 -0.046527715611986 -0.0736117493983086 -0.0471393358061841 -0.125665212615673 -0.109563935933988 -0.0353663560867515 -0.0474797612308798 -0.0238828681099185 0.175414843185528 0.11087318877318 0.124399320652216 0.0706290364779997 0.105916719619824 -0.0594927240718121 -0.0766701352077985 -0.0978529747809658 -0.048147409804442 0.0740094931826872 0.101556472576281 -0.0828143801937106 -0.118588595825978 -0.0561970593551254 -0.088467956368503 -0.052984429433687 -0.0203177315443505 0.105710330626794 0.0451522033057861 0.0868576850672638 -0.0188913568845946 -0.0152522674180595 -0.0198301799032972 -0.0482348795798394 0.0127142206884417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_mature.seed.40.dap" -0.063856303815297 0.0879765580944477 -0.0368443844476437 -0.0491093055757948 -0.154576615496693 -0.246257058527736 -0.0429004170097244 -0.0580897194691434 0.01067381468206 0.0430369808348016 0.0277030844586688 -0.00538104017281558 0.219405238547856 0.0338309628156402 0.142217643999499 0.0879294249458424 -0.0544182984342926 0.0534048419673901 0.0909411859885864 -0.0574635041325937 -0.0652255901738373 -0.101180884539278 -0.0359180074462931 0.0628661147856758 0.0858584532711949 -0.168222488324266 -0.0348882141671031 -0.0452318669115171 0.0833872184211496 0.145786101325424 -0.0564412585967924 -0.133516105477725 -0.0190299056015845 0.0691674334914903 -0.0172520811321108 -0.0106469778521979 -0.0118200637587908 -0.0446905949625437 0.039617666400101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_meotic.tassel" -0.0189205977082367 -0.0729560090134659 -0.0293705813404282 -0.0680936196358086 -0.0592959181366993 -0.00602830116575485 -0.0267273931651305 -0.0653094410106863 0.00896474974406679 -0.0704347550235766 0.0114817831484201 -0.00885472066816569 0.0318383168751865 -0.00278356417659856 0.17180403216205 0.106799267348597 0.0646272963441541 0.0652284111751898 0.0992038361030257 -0.0409153582909549 -0.0605916627117748 -0.093019394756791 -0.0311917902385658 0.0700120083487346 0.088545116785133 -0.0468236599577899 -0.0333450481285979 -0.00168136104654718 -0.0803087027954975 0.107248132673943 0.0347271364676353 0.0412736487412489 0.0824325046193229 0.0943576627423366 0.0904520757721011 0.151649052314593 0.333621873740339 0.256004286507344 0.0866197410423336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_mesophyll" -0.039038681579053 -0.0858724764818725 -0.0428663568620378 -0.0665204043686099 -0.0452187580354723 -0.025945129374836 -0.040442008679795 -0.0556369133247634 0.0445155402899244 -0.0162132105131748 -0.110918378284914 -0.038748240278096 -0.0622908338008371 -0.0262676379990431 0.158182861195807 0.0926772365730886 0.0507953824240713 0.0653102676783787 0.0969344327308126 -0.0496223093287471 -0.0596001204847924 -0.0907904611735205 -0.0414712315933202 0.0681580199175919 0.0965096748997435 0.00526486465010027 0.0670586172549215 0.0707873857561058 -0.0101825101490013 0.053213882178591 0.0905594445179868 0.053695978334787 0.0773126822615684 0.0352589086150846 -0.0233931657737445 -0.0191466217736831 -0.0300623219169921 -0.0104076525308606 0.0849858057856696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_prepollinated.cob" -0.0284018515471166 -0.0168519545333349 -0.0381232028089727 -0.0765498192204565 0.0925314837773609 0.0550056566430667 -0.0487964411126261 -0.0719011697969944 0.0950659782018114 0.0664438804462633 0.0394996628162166 0.00589851064343894 -0.00498555035700048 -0.0303172380381976 0.175249343270569 0.102074148010118 0.0719530039662465 0.0713341051088499 0.0979036739466552 -0.061398739290848 -0.0710843779518127 -0.106507771993739 -0.0432588254374264 0.0722191451750387 0.105377658169896 0.0144767619708574 0.0392425439895401 -0.0658209694444361 -0.0793342991918071 -0.0944105306344258 -0.0833347403768989 -0.072638767122015 -0.114379843845578 -0.0942841970699132 -0.0222119379739331 -0.0155211777705659 -0.0244897597559449 -0.0610940279132256 -0.115943068093822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_primary.root" -0.0845656584585029 -0.0756846164022082 -0.0468099786494394 -0.0707688646709714 0.0438435484466157 -0.0308549080072618 -0.0313005254418101 -0.0461698366463286 -0.0968303052372494 0.0652547466911322 -0.0356734230195105 -0.0208901819760161 -0.0481389257816007 -0.00786354023677859 0.152344003688888 0.096538344503731 0.0152308378445188 0.0617378911655108 0.0946713695233213 -0.0354093134537462 -0.0422756866851416 -0.0843970596133238 -0.0351219547327102 0.0707605661507154 0.0937129583039805 0.10276619763884 0.0919911321095122 0.14919487485945 0.112364742587083 0.0233387801814825 0.0998425045865857 0.0268566714011279 0.0477714237879877 -0.0448642953477722 -0.0129239215867786 -0.0174355726745455 -0.0215245398001231 0.10127917287532 0.0635577228163536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_primary.root.elongation.zone" -0.107722687912382 -0.139624735628897 -0.0464421704176638 -0.0627850351564659 -0.0501736849492364 -0.0260608150702604 -0.0362671278017007 -0.04596946326912 -0.10386376560609 0.0278395134579155 -0.0342959627048321 -0.0322228728925247 -0.0669357805857789 -0.0257292715947031 0.153026433415927 0.103301473979975 0.00386519781235214 0.0627937734869723 0.0984588153705296 -0.0415838308782497 -0.039648262019804 -0.0813028254833201 -0.0378562188787153 0.0665611591740034 0.0914780009487626 0.196730504881989 0.124941908001648 0.170262381055389 0.199415044653714 -0.0387416286619418 0.00777724201110432 0.0414567159663631 0.0580769241547642 -0.0822321464254466 -0.0106416269833169 -0.0214523952340031 -0.0305561189701857 0.126072593233267 0.0782778155870973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_primary.root.meristematic.zone" -0.0825717758651219 0.0105013717989359 -0.0477371610499349 -0.0669987629873788 0.194232702119455 0.0370162176078201 -0.039720235242002 -0.0423140546518518 -0.131240766776835 0.158801990059726 0.0183398892595286 -0.0412224044214252 -0.000773135247175288 -0.0200884434459533 0.152000985538325 0.0886908706254927 0.001116177178483 0.0560033377598632 0.0910966049225284 -0.0426203917886847 -0.0494498254092183 -0.084741848655185 -0.0295293850969725 0.0718800864129541 0.101008750357578 0.168210137612788 0.0447269912482002 0.0586276845071247 0.151415025146737 -0.132932887608277 -0.153454987940291 -0.0920865983374393 -0.0383660373945126 -0.146913008764823 -0.0215161993942928 -0.0243058058260384 -0.0357656105615509 0.00787184240094398 -0.103842228592769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_root.hair.zone" -0.0729418326643402 -0.134348182141268 -0.0432913931494871 -0.0705561802342854 -0.0791248109222832 -0.0361150816441607 -0.0368358333746855 -0.0558450771083969 -0.0959234500190645 -0.0374163723965081 -0.0721906196871639 -0.00513162717877322 -0.0710745698690211 -0.0227465209440814 0.1558135726652 0.100124507441294 0.0343726279898566 0.0671703379440291 0.0954310090267862 -0.0419123239718822 -0.0506261897568681 -0.088030409987745 -0.0375713077625382 0.0646502609178392 0.0959293318804731 0.0172879288351754 0.0887313406131201 0.166551003155099 0.128855486837757 0.0923813271481634 0.166344322012114 0.0853884690030708 0.112404631177517 0.0303717963404787 -0.0213798018495169 -0.0156447905131915 -0.0163704696650175 0.131466880607216 0.161400450295345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seed.10.dap" -0.039520679649512 -0.0484004137465932 -0.0391928067182101 -0.0738780183213821 0.0315420330607464 0.0394393154666864 -0.0454509874555654 -0.0648485017474709 0.0678185613360043 0.0164556764432053 0.0396158484470215 0.322743084236977 0.019468183669581 -0.00486776359801283 0.172332516128593 0.105458660268975 0.06962698396292 0.0728406039020138 0.0999802659090653 -0.058830895094506 -0.0705593574963213 -0.107639400265014 -0.0455454274294289 0.073786878703606 0.107153817301857 0.0188417022986228 0.017481181537565 -0.0301904591303681 -0.100370756889412 0.0537884251175964 0.044401514603262 -0.0353593412959307 -0.0223415921959374 0.0151651715224099 -0.0106279446293902 -0.0183091785458647 -0.0197686777703154 -0.0472332836198077 -0.0146541237505611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seed.15.dap" -0.0429325907964224 -0.00702459165481384 -0.0366434298750841 -0.0677109783655402 0.0547346456164013 0.0347953191699477 -0.0357831805836926 -0.0626368750219069 0.0211625284908528 0.0341756331893167 0.0391003495161537 0.243441839643688 0.0833901908877148 0.0425264081285895 0.163285450765935 0.100786448829456 0.0547628767546266 0.0658178137975339 0.0967218941434613 -0.0493776963960901 -0.0601842781045514 -0.0998608436272704 -0.0398201136981546 0.0700219415691322 0.100767458391682 0.0160592741751748 -0.0346022221697195 -0.037973367429726 -0.033734082141682 0.0684189520035532 -0.0136597528976454 -0.042787867041593 0.0231198175635104 0.0603369313949251 -0.0140062612293682 -0.0174188977445885 -0.0173702279205562 -0.0413336659123664 0.00972178682329538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seed.20.dap" -0.0527188675016363 0.0638858485064031 -0.0386536507106643 -0.0675845237596466 0.0255230622953265 -0.0247181292679242 -0.0331257615933319 -0.0605560349894276 0.0123944596209596 0.0597063002425661 0.0779828698768511 0.141594504223712 0.161532447442522 0.0707909147214536 0.161741003359974 0.100284503582151 0.0276853671378876 0.0636663465730623 0.100087625892272 -0.0497585120992676 -0.0624616408117538 -0.0996266640304431 -0.034188681605131 0.0723526114135872 0.102085545875348 -0.0172067023515842 -0.0404057811690275 -0.0528117830316291 0.0395243267109467 0.0884572460975108 -0.0429072882466009 -0.109981573149592 -0.0240044472391864 0.0451855690937214 -0.0162124765481089 -0.0159618027115006 -0.0183552327489257 -0.0522499355043127 0.000752694706370272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seed.25.dap" -0.0635144257863684 0.128981014905556 -0.0365715858826273 -0.0504310112453464 -0.136213834199734 -0.243173045092329 -0.0401349206467581 -0.051769525925459 0.0047235664837976 0.0690669257177746 0.0292309301410248 0.0149996097134637 0.241618156157936 0.0471073251127797 0.138833675365402 0.0904330520871143 -0.051193123034844 0.049880417172804 0.0873003067699956 -0.0558178301039543 -0.0686017104987338 -0.0986945689227048 -0.0344152021598337 0.063153224432089 0.084419264882184 -0.146907495084352 -0.0476358825868076 -0.0626939244535333 0.138703849868444 0.118382589066024 -0.0755840071117292 -0.154589176472585 -0.0425716245400156 0.054276295472529 -0.00755982127579902 -0.0168680611455105 -0.0202147789733438 -0.0549135793111961 0.0179917174041206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seed.30.dap" -0.0610991231710532 0.108763955972036 -0.0369178079232754 -0.0521407313770548 -0.134222666205264 -0.298182479786727 -0.0492942648652495 -0.056147126709622 0.0238840759670195 0.0809316657897424 0.06354737907932 0.0974124589498204 0.216355565224768 0.0225222017533716 0.135506683815409 0.0846391919101802 -0.0627155347572769 0.054207307004248 0.0865631023509398 -0.0625746180568338 -0.0726317991261645 -0.102094448279347 -0.0440363385304244 0.061512300805374 0.0858875217168562 -0.165978326214455 -0.0360105488232592 -0.0589144672460524 0.18934916192232 0.108762106313404 -0.0372299338453262 -0.132313726190197 -0.0232598790355169 0.0583381676767106 0.0106369628214058 -0.0249722029183277 -0.0105411265868058 -0.041068690351149 0.0174782411785943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_seminal.root" -0.0825861830975429 -0.0907719026715601 -0.0443490754497673 -0.0684824820072505 0.0203156716806011 -0.0480238819020022 0.0127932594223563 -0.019896591060828 -0.104428767313524 0.0414593924718507 -0.00998426277961472 -0.0240774991709963 -0.0494852708525823 -0.0247599734663912 0.120911936749459 0.0699189421855102 0.0190172215640994 0.0627093218916693 0.0932537838070335 -0.0248951699996638 -0.0453693428747389 -0.0518776286381969 -0.0373884353266159 0.0388213150347205 0.0662432793079026 0.0636674792917066 0.0768526060232704 0.169174609019452 0.0749671695600892 0.0627701799646996 0.112219879162176 0.0501076199066236 0.126244859869959 0.0158969047994864 -0.00655828256387056 -0.0144714137646085 -0.0215117346022038 0.0996255118861971 0.111010248310221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_silk" -0.00273106899835924 -0.0104782361790779 -0.0371392124281131 -0.0662137835985896 0.00686064885603295 0.0223713563339458 -0.0507443971233116 -0.0678291376836782 0.107573042295676 0.00735237004400288 0.0354595519660173 -0.0386335296465737 -0.0163636540244562 -0.0226066444597747 0.170057480805654 0.104006174175271 0.0671576567154846 0.0750606937425243 0.101035987928293 -0.0617924766215257 -0.0656303510059336 -0.100484911414229 -0.0436521160509409 0.070143034613153 0.100167653442899 0.0373782878475655 0.0416745964030841 -0.0310152739089509 -0.0263928842385178 -0.0588210548089362 -0.0752012734337192 -0.0468599669528857 -0.0789508361093018 -0.0655824422624089 -0.0210389275399763 -0.021052307936236 -0.0265192919968595 -0.0560885802928881 -0.045417658410205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_cob" 0.0976531670690869 0.0282148232006614 -0.0351480400032097 0.108785975551683 -0.00340073540380515 0.0695493172778149 -0.0394780332248109 -0.0756517770736092 -0.100382445807338 -0.110882837426219 -0.0578407031794701 -0.0308941580735467 -0.0269375944727261 -0.0164001274519801 -0.0463935235286922 0.102273781801269 0.0843767001032254 0.0681473019624903 -0.0657306272895473 0.155983176742973 0.099586895118284 0.0687206952802162 -0.0454219005719663 0.0722037173344974 -0.0627584586987471 -0.0423874097138661 -0.163949999404844 -0.0440887871744903 -0.144267307398948 -0.0774900390422513 -0.0647480751295098 0.0770084377704805 0.102464934943919 0.119300365488353 -0.0190104671879194 -0.0220178795654832 0.057413220651673 0.0261163497347783 0.0399646363944642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
