"turquoise" "white" "magenta" "royalblue" "lightcyan" "red" "midnightblue" "saddlebrown" "darkgreen" "blue" "yellowgreen" "sienna3" "brown" "darkmagenta" "cyan" "skyblue" "steelblue" "lightgreen" "orange" "purple" "darkgrey" "darkturquoise" "grey60" "darkorange" "darkred" "salmon" "yellow" "green" "paleturquoise" "darkolivegreen" "lightyellow" "tan" "greenyellow" "pink" "skyblue3" "plum1" "black" "violet" "grey" "cob_b73" "coleoptile_b73" "crown_root_b73" "first_elongated_internode_b73" "flag_leaf_b73" "immature_cob_b73" "immature_tassel_b73" "leaf_1_b73" "leaf_3_blade_b73" "leaf_3_sheath_b73" "leaf_5_b73" "leaf_5_elongation_zone_b73" "leaf_5_mature_b73" "leaf_5_meristem_b73" "leaf_8_b73" "mature_seed_40_dap_b73" "meotic_tassel_b73" "mesophyll_b73" "prepollinated_cob_b73" "primary_root_b73" "primary_root_elongation_zone_b73" "primary_root_meristematic_zone_b73" "root_hair_zone_b73" "seed_10_dap_b73" "seed_15_dap_b73" "seed_20_dap_b73" "seed_25_dap_b73" "seed_30_dap_b73" "seminal_root_b73" "silk_b73" "cob_dk105" "coleoptile_dk105" "crown_root_dk105" "first_elongated_internode_dk105" "flag_leaf_dk105" "immature_cob_dk105" "immature_tassel_dk105" "leaf_1_dk105" "leaf_3_blade_dk105" "leaf_3_sheath_dk105" "leaf_5_dk105" "leaf_5_elongation_zone_dk105" "leaf_5_mature_dk105" "leaf_5_meristem_dk105" "leaf_8_dk105" "mature_seed_40_dap_dk105" "meotic_tassel_dk105" "mesophyll_dk105" "prepollinated_cob_dk105" "primary_root_dk105" "primary_root_elongation_zone_dk105" "primary_root_meristematic_zone_dk105" "root_hair_zone_dk105" "seed_10_dap_dk105" "seed_15_dap_dk105" "seed_20_dap_dk105" "seed_25_dap_dk105" "seed_30_dap_dk105" "seminal_root_dk105" "silk_dk105" "cob_ep1" "coleoptile_ep1" "crown_root_ep1" "first_elongated_internode_ep1" "flag_leaf_ep1" "immature_cob_ep1" "immature_tassel_ep1" "leaf_1_ep1" "leaf_3_blade_ep1" "leaf_3_sheath_ep1" "leaf_5_ep1" "leaf_5_elongation_zone_ep1" "leaf_5_mature_ep1" "leaf_5_meristem_ep1" "leaf_8_ep1" "mature_seed_40_dap_ep1" "meotic_tassel_ep1" "mesophyll_ep1" "prepollinated_cob_ep1" "primary_root_ep1" "primary_root_elongation_zone_ep1" "primary_root_meristematic_zone_ep1" "root_hair_zone_ep1" "seed_10_dap_ep1" "seed_15_dap_ep1" "seed_20_dap_ep1" "seed_25_dap_ep1" "seed_30_dap_ep1" "seminal_root_ep1" "silk_ep1" "cob_f7" "coleoptile_f7" "crown_root_f7" "first_elongated_internode_f7" "flag_leaf_f7" "immature_cob_f7" "immature_tassel_f7" "leaf_1_f7" "leaf_3_blade_f7" "leaf_3_sheath_f7" "leaf_5_f7" "leaf_5_elongation_zone_f7" "leaf_5_mature_f7" "leaf_5_meristem_f7" "leaf_8_f7" "mature_seed_40_dap_f7" "meotic_tassel_f7" "mesophyll_f7" "prepollinated_cob_f7" "primary_root_f7" "primary_root_elongation_zone_f7" "primary_root_meristematic_zone_f7" "root_hair_zone_f7" "seed_10_dap_f7" "seed_15_dap_f7" "seed_20_dap_f7" "seed_25_dap_f7" "seed_30_dap_f7" "seminal_root_f7" "silk_f7" "cob_pe75" "coleoptile_pe75" "crown_root_pe75" "first_elongated_internode_pe75" "flag_leaf_pe75" "immature_cob_pe75" "immature_tassel_pe75" "leaf_1_pe75" "leaf_3_blade_pe75" "leaf_3_sheath_pe75" "leaf_5_pe75" "leaf_5_elongation_zone_pe75" "leaf_5_mature_pe75" "leaf_5_meristem_pe75" "leaf_8_pe75" "meotic_tassel_pe75" "mesophyll_pe75" "prepollinated_cob_pe75" "primary_root_pe75" "primary_root_elongation_zone_pe75" "primary_root_meristematic_zone_pe75" "root_hair_zone_pe75" "seed_10_dap_pe75" "seed_15_dap_pe75" "seed_20_dap_pe75" "seed_25_dap_pe75" "seed_30_dap_pe75" "seminal_root_pe75" "silk_pe75"
"b73_leaf.5" 0.161463671658971 0.0585931176920443 0.171712163366145 0.0962044858686904 -0.0310824815941853 0.105198391691298 -0.0527420652410066 -0.0769860270804243 -0.0776816024282473 -0.138110770850977 -0.14790070350655 -0.0399975803183891 -0.0423517132697858 -0.0299881787318534 -0.0521550657498269 -0.073643789713098 -0.112053174453566 -0.109841879299438 -0.0815237566877838 -0.0642044127540237 -0.081890542289805 -0.099224049707876 -0.0495911995297342 -0.106528994397532 -0.0747709421887491 -0.0701654169446414 -0.141757705772834 -0.067608740336521 -0.0524406215129309 -0.0846344409927678 -0.042244567805141 0.107076267831786 -0.00521574822443188 0.0633710943150045 -0.0272656194250318 0.001441209638579 -0.0311693503643962 -0.0671585136813927 -0.0238473061707648 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_leaf.5.elongation.zone" 0.0652257105768096 0.153503367962351 0.167338392676287 0.0990427024597271 -0.0239415105928061 -0.0253057491873791 -0.0549234681626201 -0.0748006680161514 0.112484096277936 0.0156984737256762 -0.0335808519643965 -0.0413235310813171 -0.0510337075004826 -0.0249562762577939 -0.0495818110794342 -0.0721106221235681 -0.13516967733467 -0.112029510994597 -0.0759064157364083 -0.0662075220942326 -0.0678434441757013 -0.107131891840683 -0.0457786372550356 -0.109317448921223 -0.0701234892136398 0.0409562684899893 0.0919416322466538 -0.0174979572269061 0.0319489483296117 -0.0184110452665766 0.0344489275558407 -0.00632208424649965 -0.130267004006097 -0.11393847623363 -0.00594786462504082 -0.0127618265733167 -0.0349187648827898 -0.0509810299589649 -0.0745103701990551 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_leaf.5.mature" 0.123897509150297 0.200756410727411 0.168463013063809 0.0973448399266356 -0.0396555868638701 -0.0196977057748394 -0.0534215296136724 -0.0777202764291009 0.0531419837711031 -0.0446633425018324 -0.0841071490834424 -0.0405343751637671 -0.0489092533825977 -0.0259672110818571 -0.0506729485477546 -0.0748967917989292 -0.130410407455701 -0.110198418253787 -0.0786666971350183 -0.0666802746383598 -0.0768297788106435 -0.104772480004062 -0.0486871953494657 -0.114449506343589 -0.0711788607067699 -0.0866911006726134 0.0248377737182644 -0.0210602398706559 -0.00125387889971447 0.0928280006584654 0.146713626861252 0.0532274127483457 -0.0567053398512307 -0.0225645231117045 0.00149601098770411 -0.00620424738519406 -0.0321305499157539 -0.0567825354847096 -0.0173729095401951 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_leaf.5.meristem" -0.0221878597839507 0.0472050087774524 0.164519171620269 0.100702474836952 0.194332330273733 0.0533169890590962 -0.0520250169815282 -0.070114288505419 0.0693148697986615 0.149067612841973 0.011734963396009 -0.0381438511717176 -0.0113342814896941 -0.0323533430974843 -0.0492718462765693 -0.0796395497458331 -0.151747538135655 -0.115778084694407 -0.078663762394159 -0.066005371794712 -0.0732903773690657 -0.11081622639152 -0.0417302003712507 -0.0976963889418257 -0.0685088341993276 0.0654913665634909 0.0389486404226062 -0.0816144306160065 0.0192504293442947 -0.112954895965378 -0.123823801370561 -0.114119162716906 -0.166686432149415 -0.182924844216716 -0.0178514155049605 -0.0133201639460829 -0.0427543144092594 -0.0840459807860335 -0.191387319514733 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_leaf.8" 0.146785540449942 0.0449136023726225 0.178104115139224 0.105631878250092 -0.0328920628666603 0.0782354158261724 -0.0584286087515548 -0.079612196636234 -0.0670896077951774 -0.124409400533591 -0.109678617890221 -0.0412825289435841 -0.0326909669603424 -0.0208462704784749 -0.0608141927960472 -0.0819109537839986 -0.116488201852964 -0.117371607474899 -0.0850672021330745 -0.0696557882853219 -0.0861152763549834 -0.108427375978886 -0.0520652637107722 -0.117110643035997 -0.0760348356224314 -0.0825451653081176 -0.142069892529183 -0.0592087310136173 -0.0816173789112825 -0.0791191204253526 -0.0307710515460662 0.103476408572903 0.0385240614640789 0.0889461493658479 -0.0198402697421951 0.0123159995709132 -0.0271136805671247 -0.0593269040382965 -0.000472463012579298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_mature.seed.40.dap" -0.0595994202529639 0.113452581120699 0.157208591511077 0.1020391015634 -0.145657996596515 -0.269067919051236 -0.0440450193979462 -0.071570322765909 0.0107186143048492 0.0569232391821543 0.09197076033112 -0.00182214474677266 0.242278331510155 0.446041951388069 -0.037564495169826 -0.0595556444413815 -0.177365157929239 -0.0961717327841575 -0.0606420481350905 -0.0590555565890777 -0.0735341910717647 -0.10116257146541 -0.036143400286111 -0.0976779640795792 -0.0636115639340577 -0.18033166775072 -0.0415044621771831 -0.0476333781770545 0.0963518092183609 0.144389704664294 -0.0462164377985497 -0.140366520360906 -0.0183506075688902 0.0738247791709083 -0.0107100068242216 0.0771963089357903 -0.0185154368688647 -0.0585997641208653 0.036995432678863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_meotic.tassel" -0.0117198921147599 -0.0410312009739237 0.165453936356509 0.103436758728869 -0.0350411527883803 -0.0188872347017039 -0.0394575656493807 -0.0700802016718865 0.0428664415248777 -0.0366713809847731 -0.0130756879839643 -0.0225413665659446 0.0328162142501159 0.0173117228261496 -0.0443519078821301 -0.0613219861809999 -0.133695805395631 -0.0984936209002424 -0.0633190469138612 -0.0514471584435819 -0.0708605297331092 -0.102184751698477 -0.041709462942471 -0.101274849956256 -0.0700382121574308 -0.00479270143666787 -0.0174560905369757 -0.028969005645205 0.0371116075303077 0.052799394266883 0.0273683780256626 0.000356535776768742 0.00490205622828896 0.0390549800183778 0.0634226887766996 0.706006636618497 0.341029558468309 0.237909784968771 0.0224280272750142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_mesophyll" -0.0593532406505212 -0.120498564564784 0.148945543704327 0.0903959962371888 -0.0699141527553078 -0.0316731614203345 -0.0509694214228937 -0.0655146431584217 0.0516151584253061 -0.0214626013225102 -0.0705500652103806 -0.033391994656455 -0.060758766881991 -0.0327639109672303 -0.0474072385812477 -0.067007666498092 -0.157351769426691 -0.104599580778263 -0.0668162606511035 -0.062965296694365 -0.0750018182015063 -0.101202981120388 -0.0483756047608057 -0.0984025156109167 -0.0676539591823506 0.0477245320111722 0.0872915260421611 0.0765351459014596 0.0535053584888826 0.0711506735029962 0.110982492592676 0.0617873249811637 0.0803769053263463 0.0373998479931398 -0.0213034439735676 -0.0100825826120052 -0.0361791254061734 -0.0161889602355079 0.101002171797301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_prepollinated.cob" -0.0424545784315397 -0.0138574663164468 0.178022616938908 0.114374112865538 0.145787063577513 0.0805373756193831 -0.0563131447968088 -0.0804489312746545 0.0858787500000919 0.103637024935211 0.0814708929642972 -0.0104788353553896 0.00771296929876015 -0.0281392306305314 -0.0545347155576719 -0.081949685512816 -0.13279748170946 -0.116900735321147 -0.0855026766444227 -0.0715756016736906 -0.0787925773508891 -0.118151017351992 -0.0478886511879485 -0.107766404209269 -0.0750865372230331 0.0423769530446116 0.0418046281142887 -0.076903473668241 -0.0429517179049357 -0.115398960636794 -0.107072723928729 -0.105931062121811 -0.139607080836501 -0.137215158485834 -0.0177624094062879 -0.00783136900772866 -0.0281224585585443 -0.0652679593753769 -0.158820324655114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_primary.root" -0.0836837259994354 -0.10167603776545 0.142722859664431 0.0832404488570956 0.010204963443002 -0.0266715682127728 -0.0460503716345751 -0.0580796934789961 -0.107373979800169 0.0374746392323216 -0.0492671895478637 -0.0250484534185452 -0.0516784250845709 -0.0288088510558336 -0.0408880346997361 -0.0630670457826282 -0.1615660388818 -0.0972906107204971 -0.0618770633523956 -0.0546899656162903 -0.0664837042087047 -0.098445655264933 -0.0425076867750233 -0.0893982334829995 -0.062218697114529 0.0970438604654915 0.0914799546876591 0.158733278956189 0.100615951377276 0.0523074520975973 0.124438239105296 0.0476806558168047 0.0735290739732753 -0.0164344093397928 -0.00102596500385151 -0.00227378891627503 -0.0284284268802119 0.104280109194842 0.0918891741134259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_primary.root.elongation.zone" -0.111790711784186 -0.154179304224773 0.134172621335387 0.0840540236986611 -0.0405724127650062 -0.0105357401980825 -0.0442097177757267 -0.0572243278939538 -0.116910307015752 0.0246308052280357 -0.0217870326016957 -0.037580608403685 -0.0608353744686955 -0.0168268633125152 -0.0358754580660863 -0.0555227815681168 -0.170384258125951 -0.0953933152288653 -0.0598523569870092 -0.0525531816044745 -0.0572443385871287 -0.0947470720104134 -0.0367285419126887 -0.0871625086973158 -0.0591169353765909 0.200891279085101 0.119908952840953 0.170635112583155 0.187481823144259 -0.0134663517856813 0.0297485913510834 0.0465452956081366 0.0820094848248611 -0.0735831634989291 -0.0194285906077771 -0.0120371596078037 -0.0364006198120446 0.117694663070722 0.0860974819721931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_primary.root.meristematic.zone" -0.0952618547910507 -0.0216957637316505 0.145101634188029 0.0868719350487908 0.171216479420591 0.0298237801935105 -0.0489464420798805 -0.0497831662824905 -0.133664968193495 0.146292577878894 0.0155522534561175 -0.0402744787982759 -0.0122044189676092 -0.0147292431031083 -0.0389917993688529 -0.0677857147628122 -0.169373474017111 -0.103385644251521 -0.0679807655701315 -0.0534371986521165 -0.0674833948520342 -0.0953839195792199 -0.0356604370048662 -0.0865419275044327 -0.0561246694358463 0.184293101729011 0.0599105017710995 0.0800070317418049 0.149525461414088 -0.132487075412631 -0.148586899530425 -0.074186499280431 0.00894591308641913 -0.139744041813183 -0.012680710254584 -0.00968420310998983 -0.0418172904941172 0.00786272638169132 -0.0753664865046354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_root.hair.zone" -0.0759250961452702 -0.15111003066352 0.145753392940844 0.0855801512058628 -0.095217966753665 -0.0242473187859713 -0.0481729139600776 -0.0672601222997012 -0.108266234540294 -0.0625122179059132 -0.0797590183408464 -0.0239768339575899 -0.0673752724514602 -0.0280195113364485 -0.0450150438684435 -0.0614135459463596 -0.161899421936771 -0.0981999160452054 -0.0624078331310983 -0.0583669854423293 -0.0705820368982719 -0.0995163415960327 -0.0454971976949966 -0.0942639431202004 -0.066955564960882 0.0234477619496913 0.0843373996376594 0.162412014295352 0.0901513052504655 0.09736739377055 0.173351066099544 0.0923822140900732 0.140290945949712 0.0437237061655023 -0.00589976930461582 -0.00464940530245055 -0.0267664066031357 0.111528125708297 0.17503110786675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_seed.10.dap" -0.0347060777280114 -0.0426248854170778 0.178879762713531 0.119094134545235 0.0566988373923916 0.0924683413383836 -0.0524676526121665 -0.0799320121197143 0.0752407315056615 0.0188189219171605 0.0450997285307912 0.266215754559412 0.0228546106786026 0.0584584254877763 -0.0586743337052017 -0.0760669404589766 -0.137199559972028 -0.116533395617167 -0.0818997263542015 -0.0695259980429465 -0.0800262773611269 -0.117021554559737 -0.0459622602174797 -0.117595946075637 -0.0787641712821117 0.0352577535161989 0.00756111083407276 -0.0417448941578571 -0.102385109248862 0.0110794199992144 0.0092999224559294 -0.0481605730681537 -0.0487794289012379 0.00193546134662862 -0.0125368723837101 0.00351464647365911 -0.0233093881952305 -0.0615143870194176 -0.0451299839147068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_seed.15.dap" -0.042285521926892 -0.0424296877769985 0.171818627411556 0.114093001489702 0.0427541639645316 0.0673244503902712 -0.0512058425678545 -0.0780274881039694 0.0501576206113406 0.0121186626931924 0.00130831824667521 0.304895017086316 0.0380904996692528 0.140229532904833 -0.0543172981119802 -0.071613837150402 -0.138921692711019 -0.110823742561292 -0.0761267406790013 -0.0672575742105459 -0.0780142248681846 -0.111682415763459 -0.0427594360761382 -0.111649483281105 -0.0748168795687945 0.0212313506145533 -0.0131727432962238 -0.042632399457077 -0.0805737466654557 0.050614536156286 0.00936851846088209 -0.0401471899887063 -0.0193991570841103 0.0419985106956003 -0.0144990596817925 0.0046783372203032 -0.0235623486461486 -0.0585189098608021 -0.012124529211943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_seed.20.dap" -0.0471052681448883 -0.00277640392076853 0.170650504806222 0.109981949169942 0.0766066657989558 0.0790768536847906 -0.0417085487493883 -0.0714335652240259 0.0286940348970435 0.0402769846917579 0.0260974783552456 0.244832257378936 0.0801091922666595 0.341519601789211 -0.0450896483724297 -0.0634276332499365 -0.133517580435046 -0.107217330753256 -0.0720601895591064 -0.0587180026936034 -0.0710333244858131 -0.10985746415068 -0.0384091756130652 -0.108126096399887 -0.0705839949216723 0.0451022628745353 -0.0244694278471169 -0.0509863264886507 -0.0426491569265908 0.0589985576402412 -0.0062629757832395 -0.0648521825008424 -0.0291344592042521 0.0355460398920241 -0.0118936723343966 0.0133300578180993 -0.0244716511394868 -0.0606042601047409 -0.0206724594431212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_seed.25.dap" -0.049808618873404 0.0533448869548089 0.161371188601692 0.0993493310020042 0.0872829022442882 0.0667144201732878 -0.0309222638302117 -0.0704508165893631 0.013664697208342 0.0681429200053297 0.0432135813064557 0.139259366688434 0.130288741375668 0.51328495256467 -0.0336781922787522 -0.0562289519217317 -0.130623403370584 -0.103928539329259 -0.0598755995035699 -0.0494247183359715 -0.0636761855694976 -0.102487904343601 -0.0260694323393718 -0.0987649687582555 -0.0595376482996421 0.0401575281724943 -0.0367971295686824 -0.059959789647118 0.00518330609993525 0.0624966749299404 -0.0300050718897793 -0.105744541299326 -0.0450104121788292 0.0234449334936582 -0.0226072689555027 0.0415567914457305 -0.0238793407677412 -0.0675703959722026 -0.0256639649480794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
